"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2","Asian","A",401,840785,47.7
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2","Asian","A",446,820683,54.3
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2","Asian","A",449,799195,56.2
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2","Asian","A",474,787076,60.2
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2","Asian","A",480,779531,61.6
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2","Asian","A",594,773001,76.8
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2","Asian","A",602,771434,78.0
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2","Asian","A",674,766734,87.9
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2","Asian","A",762,761387,100.1
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2","Asian","A",765,754868,101.3
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2","Asian","A",912,741753,123.0
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2","Asian","A",922,722227,127.7
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2","Asian","A",967,689624,140.2
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1013,664877,152.4
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1109,645098,171.9
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1153,634278,181.8
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1213,628043,193.1
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1298,619083,209.7
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1394,608976,228.9
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1449,604858,239.6
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1651,591262,279.2
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1714,577491,296.8
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1875,567643,330.3
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2083,561154,371.2
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2141,551490,388.2
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2344,540156,433.9
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2498,524108,476.6
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2580,505957,509.9
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2724,487078,559.3
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2962,472414,627.0
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3187,456100,698.8
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3284,437119,751.3
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3571,415438,859.6
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3603,387078,930.8
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3746,354720,1056.0
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4000,324962,1230.9
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3999,294979,1355.7
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4033,266880,1511.2
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4313,248000,1739.1
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4437,230723,1923.1
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4594,213000,2156.8
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4889,197799,2471.7
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2","Asian","A",5144,181470,2834.6
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2","Asian","A",5391,167464,3219.2
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2","Asian","A",5670,153413,3695.9
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2","Asian","A",5976,140089,4265.9
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6260,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6315,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6575,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6940,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6824,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6639,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6441,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2","Asian","A",6014,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2","Asian","A",5577,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2","Asian","A",5023,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4407,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3729,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2","Asian","A",3218,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2415,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1870,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2","Asian","A",4606,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2","Asian","A",Suppressed,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Title: US; 2018-2023; SYA; F; NON; ASIAN; 2022; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Single Race 6: Asian"
"Year/Month: 2018; 2019; 2020; 2021; 2022"
"Group By: Single-Year Ages; Sex; Hispanic Origin; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Feb 10, 2026 4:15:35 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Feb 10, 2026 4:15:35 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Racial Differences."
"6. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"8. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
"9. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
