"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2","Asian","A",47,159360,29.5
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2","Asian","A",31,167866,18.5
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2","Asian","A",47,176162,26.7
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2","Asian","A",44,187145,23.5
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2","Asian","A",49,198741,24.7
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2","Asian","A",56,211798,26.4
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2","Asian","A",76,226097,33.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2","Asian","A",69,240863,28.6
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2","Asian","A",77,252273,30.5
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2","Asian","A",72,258931,27.8
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2","Asian","A",84,260513,32.2
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2","Asian","A",91,258609,35.2
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2","Asian","A",98,257273,38.1
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2","Asian","A",91,253959,35.8
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2","Asian","A",118,251854,46.9
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2","Asian","A",102,252874,40.3
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2","Asian","A",121,251836,48.0
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2","Asian","A",127,249845,50.8
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2","Asian","A",155,245390,63.2
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2","Asian","A",139,238526,58.3
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2","Asian","A",172,234055,73.5
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2","Asian","A",168,231578,72.5
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2","Asian","A",200,230731,86.7
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2","Asian","A",195,231701,84.2
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2","Asian","A",210,233103,90.1
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2","Asian","A",245,233893,104.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2","Asian","A",236,234268,100.7
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2","Asian","A",301,234390,128.4
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2","Asian","A",298,231647,128.6
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2","Asian","A",324,226277,143.2
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2","Asian","A",375,218814,171.4
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2","Asian","A",406,213065,190.6
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2","Asian","A",415,208825,198.7
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2","Asian","A",431,207379,207.8
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2","Asian","A",460,206939,222.3
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2","Asian","A",487,206669,235.6
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2","Asian","A",537,205750,261.0
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2","Asian","A",549,206944,265.3
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2","Asian","A",626,203950,306.9
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2","Asian","A",644,199984,322.0
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2","Asian","A",748,198066,377.7
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2","Asian","A",795,196396,404.8
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2","Asian","A",864,193478,446.6
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2","Asian","A",942,190119,495.5
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2","Asian","A",937,184740,507.2
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2","Asian","A",947,179160,528.6
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1070,173493,616.7
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1173,169042,693.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1185,162987,727.1
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1337,155807,858.1
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1353,148640,910.3
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1413,138784,1018.1
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1504,127704,1177.7
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1571,116447,1349.1
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1456,105324,1382.4
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1626,95564,1701.5
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1727,88830,1944.2
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1716,83167,2063.3
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1840,77542,2372.9
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2041,72836,2802.2
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2096,67843,3089.5
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2174,63298,3434.5
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2493,58414,4267.8
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2549,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2627,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2793,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2892,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2958,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2991,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2886,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2729,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2590,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2302,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2125,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1777,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1554,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2","Asian","A",1207,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2","Asian","A",945,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2","Asian","A",2443,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2","Asian","A",Suppressed,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Title: CA; 2018-2023; SYA; F; NON; ASIAN; 2023; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Single Race 6: Asian"
"States: California (06)"
"Year/Month: 2019; 2020; 2021; 2022; 2023"
"Group By: Single-Year Ages; Sex; Hispanic Origin; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Feb 10, 2026 4:18:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Feb 10, 2026 4:18:37 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Racial Differences."
"7. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
