"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",564,768202,73.4
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",598,751744,79.5
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",637,738897,86.2
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",693,730587,94.9
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",680,730946,93.0
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",837,737936,113.4
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",857,761237,112.6
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",901,785852,114.7
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",1126,804875,139.9
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",1263,817275,154.5
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",1413,823507,171.6
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",1550,820772,188.8
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",1691,824248,205.2
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",1888,839102,225.0
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",2158,864277,249.7
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",2443,889219,274.7
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",2879,914530,314.8
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",3012,931768,323.3
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",3254,933700,348.5
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",3516,936845,375.3
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",3944,938053,420.4
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",4098,930775,440.3
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",4405,920059,478.8
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",4570,909794,502.3
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",4872,894054,544.9
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",5178,870362,594.9
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",5403,848517,636.8
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",5468,825420,662.5
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",5843,802251,728.3
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",6102,782874,779.4
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",6673,778393,857.3
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",6583,737750,892.3
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",6939,695810,997.3
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",6995,654330,1069.0
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",7360,618630,1189.7
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",7448,561235,1327.1
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",7703,535295,1439.0
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",7915,506038,1564.1
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",8142,475669,1711.7
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",8504,443009,1919.6
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",9061,418060,2167.4
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",9462,396862,2384.2
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",10033,377341,2658.9
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",10401,356885,2914.4
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",11230,338334,3319.2
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",11891,321346,3700.4
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",12555,306960,4090.1
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",13441,293787,4575.1
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",14418,279548,5157.6
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",15484,265140,5839.9
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",16621,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2",17187,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2",18337,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2",19049,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2",19204,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2",19442,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2",18762,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2",17831,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2",15694,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2",13856,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2",11823,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2",9560,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2",7735,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2",6165,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2",4803,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2",10072,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2",14,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: CA; 1999-2020; SYA; F; NON; ALL; 2016; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"States: California (06)"
"Year/Month: 2012; 2013; 2014; 2015; 2016"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 9, 2026 9:52:12 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 9, 2026 9:52:12 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
